0;PcanBus;_recv;0,14340000000001574;ms 
1;PcanBus;_recv;0,09259999999999824;ms 
2;PcanBus;_recv;0,025300000000005873;ms 
3;PcanBus;_recv;0,017200000000050508;ms 
4;PcanBus;_recv;0,014699999999923108;ms 
5;PcanBus;_recv;0,014299999999911606;ms 
6;PcanBus;_recv;0,014100000000016877;ms 
7;PcanBus;_recv;0,013799999999952739;ms 
8;PcanBus;_recv;0,013799999999952739;ms 
9;PcanBus;_recv;0,014399999999969992;ms 
10;PcanBus;_recv;0,013900000000011126;ms 
11;PcanBus;_recv;0,022799999999989495;ms 
12;PcanBus;_recv;0,014499999999917357;ms 
13;PcanBus;_recv;0,01360000000005801;ms 
14;PcanBus;_recv;0,013200000000046508;ms 
15;PcanBus;_recv;0,013099999999988121;ms 
16;PcanBus;_recv;0,013799999999952739;ms 
17;PcanBus;_recv;0,013399999999941237;ms 
18;PcanBus;_recv;0,013599999999946988;ms 
19;PcanBus;_recv;0,013299999999993872;ms 
20;PcanBus;_recv;0,013700000000005375;ms 
21;PcanBus;_recv;0,01399999999995849;ms 
22;PcanBus;_recv;9,581700000000026;ms 
23;PcanBus;_recv;199,61030000000002;ms 
24;PcanBus;_recv;199,84250000000003;ms 
25;PcanBus;_recv;200,42989999999995;ms 
26;PcanBus;_recv;199,51770000000013;ms 
27;PcanBus;_recv;200,23799999999991;ms 
28;PcanBus;_recv;199,64859999999996;ms 
29;PcanBus;_recv;200,2322000000001;ms 
30;PcanBus;_recv;199,75949999999986;ms 
31;PcanBus;_recv;200,17059999999987;ms 
32;PcanBus;_recv;200,0712;ms 
33;PcanBus;_recv;199,96009999999976;ms 
34;PcanBus;_recv;199,59779999999984;ms 
35;PcanBus;_recv;200,28650000000025;ms 
36;PcanBus;_recv;199,83819999999986;ms 
37;PcanBus;_recv;201,03240000000034;ms 
38;PcanBus;_recv;198,7966000000001;ms 
39;PcanBus;_recv;199,9466999999999;ms 
40;PcanBus;_recv;200,01369999999997;ms 
41;PcanBus;_recv;200,06009999999998;ms 
42;PcanBus;_recv;199,9816000000001;ms 
43;PcanBus;_recv;199,79300000000055;ms 
44;PcanBus;_recv;200,0276000000003;ms 
45;PcanBus;_recv;199,97370000000015;ms 
46;PcanBus;_recv;200,1187;ms 
47;PcanBus;_recv;200,26230000000032;ms 
48;PcanBus;_recv;200,08800000000005;ms 
49;PcanBus;_recv;199,63149999999973;ms 
50;PcanBus;_recv;200,00209999999984;ms 
51;PcanBus;_recv;199,92889999999974;ms 
52;PcanBus;_recv;199,8639999999998;ms 
53;PcanBus;_recv;199,87829999999997;ms 
54;PcanBus;_recv;200,05389999999946;ms 
55;PcanBus;_recv;199,86290000000028;ms 
56;PcanBus;_recv;200,17239999999958;ms 
57;PcanBus;_recv;199,9051999999999;ms 
58;PcanBus;_recv;200,11579999999984;ms 
59;PcanBus;_recv;200,0029999999997;ms 
60;PcanBus;_recv;200,1683999999999;ms 
61;PcanBus;_recv;199,98700000000014;ms 
62;PcanBus;_recv;200,39099999999976;ms 
63;PcanBus;_recv;199,16710000000037;ms 
64;PcanBus;_recv;199,97810000000095;ms 
65;PcanBus;_recv;199,94960000000006;ms 
66;PcanBus;_recv;200,02520000000067;ms 
67;PcanBus;_recv;200,77509999999955;ms 
68;PcanBus;_recv;199,13460000000072;ms 
69;PcanBus;_recv;199,94230000000002;ms 
70;PcanBus;_recv;199,87180000000038;ms 
71;PcanBus;_recv;200,00980000000013;ms 
72;PcanBus;_recv;200,17389999999935;ms 
73;PcanBus;_recv;199,8156999999985;ms 
74;PcanBus;_recv;200,38300000000044;ms 
